Reporting Period,Managing Agency,PID,Agency Project Name,Current Phase,Completion Date,Completion Date Type,Variance (day),Reason for Forecast Completion Change,Data Date
202501,DPR,3050,Jerome Playground Reconstruction,Construction Procurement,,Forecast,,,03/03/2024
202505,DPR,3050,Jerome Playground Reconstruction,Construction Procurement,07/28/2027,Forecast,275,,06/02/2025
202509,DPR,3050,Jerome Playground Reconstruction,Construction Procurement,11/17/2026,Forecast,-253,,10/30/2025
202601,DPR,3050,Jerome Playground Reconstruction,Construction,01/11/2027,Forecast,55,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/31/2026
202605,DPR,3050,Jerome Playground Reconstruction,Construction,01/11/2027,Forecast,0,,06/24/2026
202305,DPR,3051,Anibal Aviles Playground Reconstruction,Design,02/24/2026,Forecast,,,06/21/2023
202309,DPR,3051,Anibal Aviles Playground Reconstruction,Construction Procurement,06/27/2026,Forecast,123,,02/23/2024
202401,DPR,3051,Anibal Aviles Playground Reconstruction,Construction Procurement,06/27/2026,Forecast,0,,04/22/2024
202405,DPR,3051,Anibal Aviles Playground Reconstruction,Construction Procurement,06/27/2026,Forecast,0,,07/17/2024
202409,DPR,3051,Anibal Aviles Playground Reconstruction,Construction Procurement,06/27/2026,Forecast,0,,11/01/2024
202501,DPR,3051,Anibal Aviles Playground Reconstruction,Construction,02/02/2026,Forecast,-145,,03/03/2024
202505,DPR,3051,Anibal Aviles Playground Reconstruction,Construction,08/28/2026,Forecast,207,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,06/02/2025
202509,DPR,3051,Anibal Aviles Playground Reconstruction,Construction,08/28/2026,Forecast,0,,10/30/2025
202601,DPR,3051,Anibal Aviles Playground Reconstruction,Construction,08/28/2026,Forecast,0,,03/31/2026
202605,DPR,3051,Anibal Aviles Playground Reconstruction,Close-out,02/20/2026,Actual,-189,,06/24/2026
202305,DPR,3052,Detective Omar Edwards Park Reconstruction,Design,02/24/2026,Forecast,,,06/21/2023
202309,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction Procurement,02/24/2026,Forecast,0,,02/23/2024
202401,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction Procurement,09/25/2026,Forecast,213,,04/22/2024
202405,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction Procurement,09/25/2026,Forecast,0,,07/17/2024
202409,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction Procurement,09/25/2026,Forecast,0,,11/01/2024
202501,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction Procurement,04/14/2026,Forecast,-164,,03/03/2024
202505,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction,05/11/2026,Forecast,27,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,06/02/2025
202509,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction,05/11/2026,Forecast,0,,10/30/2025
202601,DPR,3052,Detective Omar Edwards Park Reconstruction,Construction,05/11/2026,Forecast,0,,03/31/2026
202605,DPR,3052,Detective Omar Edwards Park Reconstruction,Close-out,05/04/2026,Actual,-7,,06/24/2026
202305,DPR,3053,Poe Park Plaza Reconstruction,Design,06/11/2026,Forecast,,,06/21/2023
202309,DPR,3053,Poe Park Plaza and Playground Reconstruction,Pre-Design,,Forecast,,,02/23/2024
202401,DPR,3053,Poe Park Plaza and Playground Reconstruction,Pre-Design,,Forecast,,,04/22/2024
202405,DPR,3053,Poe Park Plaza and Playground Reconstruction,Design,04/24/2028,Forecast,683,,07/17/2024
202409,DPR,3053,Poe Park Plaza and Playground Reconstruction,Design,04/24/2028,Forecast,0,,11/01/2024
202501,DPR,3053,Poe Park Plaza and Playground Reconstruction,Design,04/24/2028,Forecast,0,,03/03/2024
202505,DPR,3053,Poe Park Plaza and Playground Reconstruction,Design,04/24/2028,Forecast,0,,06/02/2025
202509,DPR,3053,Poe Park Plaza and Playground Reconstruction,Design,04/08/2029,Forecast,349,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,10/30/2025
202601,DPR,3053,Poe Park Plaza and Playground Reconstruction,Design,04/08/2029,Forecast,0,,03/31/2026
202605,DPR,3053,Poe Park Plaza and Playground Reconstruction,Design,04/08/2029,Forecast,0,,06/24/2026
202305,DPR,3054,Pontiac Playground Reconstruction,Design,06/27/2026,Forecast,,,06/21/2023
202309,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,06/26/2026,Forecast,-1,,02/23/2024
202401,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,06/26/2026,Forecast,0,,04/22/2024
202405,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,10/26/2026,Forecast,122,,07/17/2024
202409,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,10/26/2026,Forecast,0,,11/01/2024
202501,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,10/26/2026,Forecast,0,,03/03/2024
202505,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,01/26/2028,Forecast,457,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,06/02/2025
202509,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,04/26/2028,Forecast,91,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,10/30/2025
202601,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,11/25/2028,Forecast,213,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/31/2026
202605,DPR,3054,Pontiac Playground Reconstruction,Construction Procurement,02/25/2029,Forecast,92,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,06/24/2026
202305,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Design,02/24/2026,Forecast,,,06/21/2023
202309,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction Procurement,06/27/2026,Forecast,123,,02/23/2024
202401,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction Procurement,06/27/2026,Forecast,0,,04/22/2024
202405,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction Procurement,06/27/2026,Forecast,0,,07/17/2024
202409,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction Procurement,06/27/2026,Forecast,0,,11/01/2024
202501,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction Procurement,09/25/2026,Forecast,90,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/03/2024
202505,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction,04/27/2026,Forecast,-151,,06/02/2025
202509,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction,04/27/2026,Forecast,0,,10/30/2025
202601,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Construction,04/27/2026,Forecast,0,,03/31/2026
202605,DPR,3055,Chief Dennis L. Devlin Park Reconstruction,Close-out,04/24/2026,Actual,-3,,06/24/2026
202305,DPR,3056,Crotona Park Tree Planting,Construction Procurement,04/24/2025,Forecast,,,06/21/2023
202309,DPR,3056,Crotona Park Tree Planting,Construction Procurement,09/21/2025,Forecast,150,,02/23/2024
202401,DPR,3056,Crotona Park Tree Planting,Construction Procurement,01/22/2026,Forecast,123,,04/22/2024
202405,DPR,3056,Crotona Park Tree Planting,Construction Procurement,01/22/2026,Forecast,0,,07/17/2024
202409,DPR,3056,Crotona Park Tree Planting,Construction,08/27/2025,Forecast,-148,,11/01/2024
202501,DPR,3056,Crotona Park Tree Planting,Close-out,12/04/2024,Actual,-266,,03/03/2024
202305,DPR,3057,Berry Playground Reconstruction,Design,03/27/2026,Forecast,,,06/21/2023
202309,DPR,3057,Berry Playground Reconstruction,Construction Procurement,07/27/2026,Forecast,122,,02/23/2024
202401,DPR,3057,Berry Playground Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,04/22/2024
202405,DPR,3057,Berry Playground Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,07/17/2024
202409,DPR,3057,Berry Playground Reconstruction,Construction Procurement,11/12/2025,Forecast,-257,,11/01/2024
202501,DPR,3057,Berry Playground Reconstruction,Construction,11/11/2025,Forecast,-1,,03/03/2024
202505,DPR,3057,Berry Playground Reconstruction,Construction,11/11/2025,Forecast,0,,06/02/2025
202509,DPR,3057,Berry Playground Reconstruction,Construction,11/11/2025,Forecast,0,,10/30/2025
202601,DPR,3057,Berry Playground Reconstruction,Close-out,12/31/2025,Actual,50,,03/31/2026
202305,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction Procurement,10/27/2027,Forecast,,,06/21/2023
202309,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction Procurement,03/26/2028,Forecast,151,,02/23/2024
202401,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction Procurement,03/26/2028,Forecast,0,,04/22/2024
202405,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction Procurement,05/27/2028,Forecast,62,,07/17/2024
202409,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction Procurement,05/27/2028,Forecast,0,,11/01/2024
202501,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction Procurement,11/24/2028,Forecast,181,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/03/2024
202505,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction Procurement,04/26/2029,Forecast,153,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,06/02/2025
202509,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction,09/06/2028,Forecast,-232,,10/30/2025
202601,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction,09/06/2028,Forecast,0,,03/31/2026
202605,DPR,3058,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),Construction,09/06/2028,Forecast,0,,06/24/2026
202305,DPR,3059,Crotona Park Green Infrastructure Construction,Design,02/27/2026,Forecast,,,06/21/2023
202309,DPR,3059,Crotona Park Green Infrastructure Construction,Construction Procurement,02/24/2026,Forecast,-3,,02/23/2024
202401,DPR,3059,Crotona Park Green Infrastructure Construction,Construction Procurement,02/24/2026,Forecast,0,,04/22/2024
202405,DPR,3059,Crotona Park Green Infrastructure Construction,Construction Procurement,05/28/2026,Forecast,93,,07/17/2024
202409,DPR,3059,Crotona Park Green Infrastructure Construction,Construction Procurement,05/28/2026,Forecast,0,,11/01/2024
202501,DPR,3059,Crotona Park Green Infrastructure Construction,Construction Procurement,01/25/2027,Forecast,242,PROJECT DELAYED PENDING RELEASE OF NEW TECHNOLOGY,03/03/2024
202505,DPR,3059,Crotona Park Green Infrastructure Construction,Construction Procurement,03/27/2027,Forecast,61,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,06/02/2025
202509,DPR,3059,Crotona Park Green Infrastructure Construction,Construction,08/17/2026,Forecast,-222,,10/30/2025
202601,DPR,3059,Crotona Park Green Infrastructure Construction,Construction,08/17/2026,Forecast,0,,03/31/2026
202605,DPR,3059,Crotona Park Green Infrastructure Construction,Construction,08/17/2026,Forecast,0,,06/24/2026
202305,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Design,06/05/2026,Forecast,,,06/21/2023
202309,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction Procurement,06/04/2026,Forecast,-1,,02/23/2024
202401,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction Procurement,06/04/2026,Forecast,0,,04/22/2024
202405,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction Procurement,06/04/2026,Forecast,0,,07/17/2024
202409,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction Procurement,06/04/2026,Forecast,0,,11/01/2024
202501,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction Procurement,06/04/2026,Forecast,0,,03/03/2024
202505,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction Procurement,03/27/2027,Forecast,296,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,06/02/2025
202509,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction,11/02/2026,Forecast,-145,,10/30/2025
202601,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction,11/02/2026,Forecast,0,,03/31/2026
202605,DPR,3060,Clove Lakes Parking Lot Green Infrastructure Construction,Construction,11/02/2026,Forecast,0,,06/24/2026
202305,DPR,3061,"Brooklyn, Queens CBs 9-14 and Staten Island Reforestation Container Tree Procurement FY23-FY28",Construction Procurement,02/24/2029,Forecast,,,06/21/2023
202309,DPR,3061,"Brooklyn, Queens CBs 9-14 and Staten Island Reforestation Container Tree Procurement FY23-FY28",Construction Procurement,02/23/2029,Forecast,-1,,02/23/2024
202401,DPR,3061,"Brooklyn, Queens CBs 9-14 and Staten Island Reforestation Container Tree Procurement FY23-FY28",Construction Procurement,02/23/2029,Forecast,0,,04/22/2024
202405,DPR,3061,"Brooklyn, Queens CBs 9-14 and Staten Island Reforestation Container Tree Procurement FY23-FY28",Construction Procurement,02/23/2029,Forecast,0,,07/17/2024
202409,DPR,3061,"Brooklyn, Queens CBs 9-14 and Staten Island Reforestation Container Tree Procurement FY23-FY28",,02/23/2029,Forecast,0,,11/01/2024
202305,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction Procurement,02/24/2029,Forecast,,,06/21/2023
202309,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,-453,,02/23/2024
202401,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,04/22/2024
202405,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,07/17/2024
202409,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,11/01/2024
202501,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,03/03/2024
202505,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,06/02/2025
202509,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,10/30/2025
202601,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,03/31/2026
202605,DPR,3062,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",Construction,11/29/2027,Forecast,0,,06/24/2026
202305,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction Procurement,10/05/2027,Forecast,,,06/21/2023
202309,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction Procurement,05/26/2028,Forecast,234,,02/23/2024
202401,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction Procurement,05/26/2028,Forecast,0,,04/22/2024
202405,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction Procurement,05/26/2028,Forecast,0,,07/17/2024
202409,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction Procurement,05/26/2028,Forecast,0,,11/01/2024
202501,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction,08/31/2028,Forecast,97,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/03/2024
202505,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction,08/31/2028,Forecast,0,,06/02/2025
202509,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction,08/31/2028,Forecast,0,,10/30/2025
202601,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction,08/31/2028,Forecast,0,,03/31/2026
202605,DPR,3063,"Pelham Bay Park Forest Tree Replacement, Phase II",Construction,08/31/2028,Forecast,0,,06/24/2026
202305,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction Procurement,10/04/2027,Forecast,,,06/21/2023
202309,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction Procurement,05/26/2028,Forecast,235,,02/23/2024
202401,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction Procurement,05/26/2028,Forecast,0,,04/22/2024
202405,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction Procurement,05/26/2028,Forecast,0,,07/17/2024
202409,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction Procurement,05/26/2028,Forecast,0,,11/01/2024
202501,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction Procurement,09/01/2028,Forecast,98,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,03/03/2024
202505,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction,08/31/2028,Forecast,-1,,06/02/2025
202509,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction,08/31/2028,Forecast,0,,10/30/2025
202601,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction,08/31/2028,Forecast,0,,03/31/2026
202605,DPR,3064,Van Cortlandt Park Forest Tree Replacement,Construction,08/31/2028,Forecast,0,,06/24/2026
202305,DPR,3065,Staten Island Forest Restoration,Construction Procurement,10/09/2027,Forecast,,,06/21/2023
202309,DPR,3065,Staten Island Forest Restoration,Construction Procurement,05/26/2028,Forecast,230,,02/23/2024
202401,DPR,3065,Staten Island Forest Restoration,Construction Procurement,05/26/2028,Forecast,0,,04/22/2024
202405,DPR,3065,Staten Island Forest Restoration,Construction Procurement,05/26/2028,Forecast,0,,07/17/2024
202409,DPR,3065,Staten Island Forest Restoration,Construction Procurement,05/26/2028,Forecast,0,,11/01/2024
202501,DPR,3065,Staten Island Forest Restoration,Construction Procurement,01/24/2029,Forecast,243,PROJECT DELAYED PENDING RELEASE OF NEW TECHNOLOGY,03/03/2024
202505,DPR,3065,Staten Island Forest Restoration,Construction Procurement,09/01/2028,Forecast,-145,,06/02/2025
202509,DPR,3065,Staten Island Forest Restoration,Construction,08/31/2028,Forecast,-1,,10/30/2025
202601,DPR,3065,Staten Island Forest Restoration,Construction,08/31/2028,Forecast,0,,03/31/2026
202605,DPR,3065,Staten Island Forest Restoration,Construction,08/31/2028,Forecast,0,,06/24/2026
202305,DPR,3066,"Belt Parkway Restoration and Tree Replacement, Phase IV",Design,11/04/2027,Forecast,,,06/21/2023
202309,DPR,3066,"Belt Parkway Restoration and Tree Replacement, Phase IV",Construction Procurement,07/26/2028,Forecast,265,,02/23/2024
202401,DPR,3066,"Belt Parkway Restoration and Tree Replacement, Phase IV",Construction Procurement,07/26/2028,Forecast,0,,04/22/2024
202405,DPR,3066,"Belt Parkway Restoration and Tree Replacement, Phase IV",Construction Procurement,07/26/2028,Forecast,0,,07/17/2024
202409,DPR,3066,"Belt Parkway Restoration and Tree Replacement, Phase IV",Construction Procurement,07/26/2028,Forecast,0,,11/01/2024
